datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B_SOLL;B;B1;C;D1;D2;D1_LISTE_EU;D1_LISTE;D1_SUMME_KANDIDATEN;D1_SUMME_LISTE_KANDIDATEN;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D1_13;D1_14;D1_15;D1_16;D1_17;D1_18;D1_19;D1_20;D1_21;D1_22;D1_23;D1_24;D1_25;D1_26;D1_27;D1_28;D1_29;D1_30;D1_31;D1_32;D1_33;D1_34;D1_35;D1_36;D1_37;D1_38;D1_39;D1_40;D1_41;D1_42;D1_43;D1_44;D1_45;D1_46;D1_47;D1_48;D1_49;D1_50;D1_51;D1_52;D1_53;D1_54;D1_55;D1_56;D1_57;D1_58;D1_59;D1_60;D1_61;D1_62;D1_63;D1_64;D1_65;D1_66;D1_67;D2_LISTE_EU;D2_LISTE;D2_SUMME_KANDIDATEN;D2_SUMME_LISTE_KANDIDATEN;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D2_13;D2_14;D2_15;D2_16;D2_17;D2_18;D2_19;D2_20;D2_21;D2_22;D2_23;D2_24;D2_25;D2_26;D2_27;D2_28;D2_29;D2_30;D2_31;D2_32;D2_33;D2_34;D2_35;D2_36;D2_37;D2_38;D2_39;D2_40;D2_41;D2_42;D2_43;D2_44;D2_45;D2_46;D2_47;D2_48;D2_49;D2_50;D2_51;D2_52;D2_53;D2_54;D3_LISTE_EU;D3_LISTE;D3_SUMME_KANDIDATEN;D3_SUMME_LISTE_KANDIDATEN;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D3_11;D3_12;D3_13;D3_14;D3_15;D3_16;D3_17;D3_18;D3_19;D3_20;D3_21;D3_22;D3_23;D3_24;D3_25;D3_26;D3_27;D3_28;D3_29;D3_30;D3_31;D3_32;D4_LISTE_EU;D4_LISTE;D4_SUMME_KANDIDATEN;D4_SUMME_LISTE_KANDIDATEN;D4_1;D4_2;D4_3;D4_4;D4_5;D4_6;D4_7;D4_8;D4_9;D4_10;D4_11;D4_12;D4_13;D4_14;D4_15;D4_16;D4_17;D4_18;D4_19;D4_20;D4_21;D5_LISTE_EU;D5_LISTE;D5_SUMME_KANDIDATEN;D5_SUMME_LISTE_KANDIDATEN;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D5_10;D5_11;D5_12;D5_13;D5_14;D5_15;D5_16;D5_17;D5_18;D5_19;D5_20;D5_21;D5_22;D5_23;D5_24;D5_25;D5_26;D5_27;D5_28;D6_LISTE_EU;D6_LISTE;D6_SUMME_KANDIDATEN;D6_SUMME_LISTE_KANDIDATEN;D6_1;D6_2;D6_3;D6_4;D6_5;D6_6;D6_7;D6_8;D6_9;D6_10;D6_11;D6_12;D6_13;D7_LISTE_EU;D7_LISTE;D7_SUMME_KANDIDATEN;D7_SUMME_LISTE_KANDIDATEN;D7_1;D7_2;D7_3;D7_4;D7_5;D7_6;D7_7;D7_8;D7_9;D7_10;D7_11;D7_12;D7_13;D7_14;D7_15;D7_16;D7_17;D7_18;D7_19;D8_LISTE_EU;D8_LISTE;D8_SUMME_KANDIDATEN;D8_SUMME_LISTE_KANDIDATEN;D8_1;D8_2;D8_3;D8_4;D8_5;D8_6;D8_7;D8_8;D8_9;D8_10;D8_11;D8_12;D8_13;D8_14;D8_15;D8_16;D8_17;D8_18;D8_19;D8_20;D8_21;D8_22;D8_23;D8_24;D8_25;D8_26;D8_27;D8_28;D8_29;D8_30;D8_31;D8_32;D8_33;D8_34;D8_35;D8_36;D9_LISTE_EU;D9_LISTE;D9_SUMME_KANDIDATEN;D9_SUMME_LISTE_KANDIDATEN;D9_1;D9_2;D9_3;D9_4;D9_5;D9_6;D9_7;D9_8;D9_9;D9_10;D9_11;D9_12;D9_13;D9_14;D9_15;D9_16;D9_17;D10_LISTE_EU;D10_LISTE;D10_SUMME_KANDIDATEN;D10_SUMME_LISTE_KANDIDATEN;D10_1;D10_2;D10_3;D10_4;D10_5;D10_6;D10_7;D10_8;D10_9;D10_10;D10_11;D10_12;D10_13;D12_LISTE_EU;D12_LISTE;D12_SUMME_KANDIDATEN;D12_SUMME_LISTE_KANDIDATEN;D12_1;D12_2;D12_3;D12_4;D12_5;D12_6;D12_7;D12_8;D12_9;D12_10;D12_11;D12_12;D12_13;D12_14;D13_LISTE_EU;D13_LISTE;D13_SUMME_KANDIDATEN;D13_SUMME_LISTE_KANDIDATEN;D13_1;D14_LISTE_EU;D14_LISTE;D14_SUMME_KANDIDATEN;D14_SUMME_LISTE_KANDIDATEN;D14_1;D14_2;D14_3;D14_4;D14_5;D14_6;D15_LISTE_EU;D15_LISTE;D15_SUMME_KANDIDATEN;D15_SUMME_LISTE_KANDIDATEN;D15_1;D15_2;D15_3
26.05.2019;Bürgerschaftswahl;04011000;241-04;241-04 Mittelshuchting;1;1;833;136;0;969;376;376;1;25;351;1728;0;222;295;517;131;11;11;6;2;1;3;2;0;5;1;1;5;0;0;0;14;4;2;37;0;0;1;0;2;0;0;1;0;7;0;0;8;0;0;2;0;0;23;0;0;0;0;0;0;0;2;0;0;0;1;0;8;0;0;0;0;1;0;2;0;0;0;0;0;1;0;0;192;280;472;153;11;3;7;15;2;0;6;1;0;2;0;0;2;0;0;49;17;0;1;1;1;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;104;59;163;16;14;2;2;2;0;2;0;2;0;0;3;0;2;1;1;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;7;0;96;39;135;3;3;1;1;2;1;2;0;0;2;2;1;2;3;1;1;4;0;5;0;5;0;60;52;112;21;5;0;0;0;10;2;0;0;1;0;0;0;0;0;0;1;0;0;12;0;0;0;0;0;0;0;0;0;116;62;178;12;1;43;0;0;0;0;2;0;0;3;1;0;0;34;37;71;25;0;0;0;0;1;8;1;0;0;0;0;0;0;0;2;0;0;0;0;26;4;30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;9;20;0;1;0;2;1;1;0;0;0;0;0;2;0;0;0;0;2;0;10;5;15;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;1;0;9;0;9;0;0;0;0;0;0;0;1;1;2;0;1;0
26.05.2019;Bürgerschaftswahl;04011000;241-05;241-05 Mittelshuchting;1;1;1016;134;0;1150;471;471;2;26;445;2178;0;311;321;632;154;8;19;0;0;1;1;1;1;1;0;5;0;1;1;3;1;11;0;60;0;0;0;1;2;0;0;0;0;5;0;0;0;2;0;5;1;0;22;1;0;0;0;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;250;274;524;176;9;0;1;10;1;0;11;0;0;0;10;5;0;0;1;1;28;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;10;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;160;57;217;12;19;1;1;1;0;4;0;1;4;0;0;0;5;0;2;0;0;0;0;0;1;0;0;0;0;2;0;1;3;0;0;0;148;47;195;11;2;0;2;0;0;3;0;1;1;0;0;0;1;2;2;1;14;5;2;0;0;43;33;76;21;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;180;74;254;11;5;36;10;1;1;2;6;0;2;0;0;0;0;54;61;115;32;1;1;0;0;0;10;6;0;6;2;0;0;1;1;0;0;0;1;0;37;14;51;3;0;1;1;0;0;3;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15;7;22;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;8;5;13;0;5;0;0;0;0;0;0;0;0;0;0;0;0;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;9;3;0;21;10;31;7;0;0;0;1;2;0;15;7;22;6;1;0
26.05.2019;Bürgerschaftswahl;04011000;241-06;241-06 Mittelshuchting;1;1;1061;169;1;1231;515;515;1;12;503;2476;0;324;514;838;262;22;22;8;1;2;2;10;1;1;0;5;2;2;0;5;16;3;2;98;0;1;0;1;1;0;1;0;4;19;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;10;0;0;0;0;3;0;0;0;0;1;4;0;0;0;0;353;342;695;179;12;2;1;28;2;1;9;0;1;1;6;0;4;5;0;45;15;1;0;0;2;0;0;2;1;0;0;1;0;0;0;1;2;3;0;1;6;1;0;0;0;0;0;0;1;0;1;1;6;0;0;1;0;0;179;114;293;25;68;2;6;1;0;1;0;1;0;0;1;0;4;3;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;130;25;155;14;1;0;0;1;2;0;0;1;0;0;1;0;0;0;0;1;1;1;1;1;0;83;53;136;21;13;5;0;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;110;54;164;10;0;20;0;6;0;0;6;0;9;0;0;3;0;41;22;63;14;1;0;0;0;0;1;0;0;0;1;0;0;5;0;0;0;0;0;0;42;5;47;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;13;19;8;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;6;1;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;17;23;9;5;1;1;0;0;0;0;0;0;0;0;1;0;0;8;0;8;0;0;18;0;18;0;0;0;0;0;0;0;10;0;10;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;242-01;242-01 Sodenmatt;1;1;1137;153;0;1290;440;440;0;21;419;2066;0;217;309;526;102;5;26;1;2;1;2;1;2;2;2;1;0;1;3;0;5;6;0;68;2;0;2;0;1;0;1;0;0;6;0;1;0;0;0;14;0;0;22;0;0;0;0;25;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;221;224;445;116;1;2;1;3;5;2;1;1;1;0;39;0;0;3;1;18;12;0;1;0;0;1;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;71;204;14;42;1;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;2;1;0;146;77;223;21;2;0;37;0;0;5;0;0;5;0;0;0;0;0;0;2;5;0;0;0;0;101;70;171;29;5;1;1;3;7;0;0;0;1;1;0;0;5;1;0;0;0;1;10;0;0;0;0;0;5;0;0;0;236;78;314;12;1;48;0;0;7;0;3;1;3;1;1;1;0;32;52;84;13;0;1;1;5;0;19;0;0;2;0;1;1;8;1;0;0;0;0;0;42;5;47;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;1;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;6;16;1;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;3;5;0;0;0;0;3;0;0;15;0;15;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;242-02;242-02 Sodenmatt;1;1;843;86;0;929;326;326;2;10;316;1553;0;269;349;618;159;2;18;4;2;5;3;5;0;1;4;0;2;0;0;0;7;2;6;96;1;1;2;0;1;0;1;0;0;6;0;0;0;0;0;0;0;0;7;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;1;0;5;0;0;0;1;0;1;0;0;0;0;116;165;281;74;8;3;1;7;1;0;8;0;2;1;10;1;3;4;0;9;9;0;0;2;0;0;0;7;0;0;0;1;0;0;0;0;2;1;1;0;1;0;0;1;1;3;0;0;2;0;0;1;0;0;0;1;0;0;61;84;145;2;37;3;1;2;1;0;1;2;0;0;0;0;4;1;1;2;1;1;2;0;0;5;0;0;0;0;0;1;0;1;16;0;81;36;117;14;3;0;1;1;2;0;0;0;0;1;0;0;1;1;0;8;3;0;1;0;0;60;20;80;14;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;58;191;9;3;27;5;2;2;3;5;0;0;0;0;2;0;29;22;51;0;0;1;0;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;12;20;5;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;5;5;0;8;1;9;1;0;0;0;0;0;0;3;2;5;1;0;1
26.05.2019;Bürgerschaftswahl;04011000;242-03;242-03 Sodenmatt;1;1;915;188;0;1103;412;412;1;16;396;1923;0;268;328;596;155;6;21;4;4;0;0;6;2;2;2;0;3;0;5;0;18;0;0;44;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;25;0;0;0;1;12;0;0;6;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;240;293;533;164;3;4;5;21;0;0;9;0;0;0;11;0;0;1;0;33;7;0;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;1;0;5;0;0;0;0;0;7;0;0;0;0;1;0;121;63;184;17;18;4;1;0;0;0;1;0;0;0;0;1;2;0;0;2;1;0;0;0;1;4;0;1;0;3;0;0;0;0;7;0;116;46;162;20;1;0;0;0;0;0;0;0;5;1;0;1;1;1;0;3;8;2;1;2;0;61;49;110;28;4;0;0;12;2;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;130;63;193;7;2;36;2;5;0;0;10;0;1;0;0;0;0;46;39;85;11;1;0;1;1;0;22;1;0;1;0;1;0;0;0;0;0;0;0;0;28;1;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;12;0;0;0;0;0;0;0;0;4;1;0;0;3;1;0;0;1;0;1;6;7;1;0;0;0;0;0;0;0;0;5;0;0;0;0;2;2;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;2;0;0;3;0;3;0;0;0;0;0;0;0;2;1;3;0;0;1
26.05.2019;Bürgerschaftswahl;04011000;242-04;242-04 Sodenmatt;1;1;907;214;0;1121;471;471;2;17;454;2198;0;258;361;619;185;11;28;5;1;2;3;2;0;3;1;2;4;2;2;4;7;12;0;54;0;0;0;0;0;1;2;1;0;4;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;1;3;0;3;0;0;269;286;555;193;7;1;1;10;1;0;5;1;0;3;1;1;1;0;1;35;7;0;0;1;0;0;1;0;1;0;1;0;0;1;1;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;1;0;142;92;234;20;32;3;2;0;0;16;2;0;3;0;0;0;9;0;1;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;88;34;122;8;1;2;0;0;0;0;0;3;0;1;0;0;3;0;0;6;5;0;0;5;0;97;106;203;54;13;0;12;17;5;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;1;0;0;161;99;260;29;0;62;0;1;1;0;0;0;6;0;0;0;0;52;27;79;12;2;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;1;0;16;15;31;0;2;0;0;0;0;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2;1;0;1;1;0;2;0;0;1;0;0;1;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;9;32;0;2;0;1;0;0;2;0;0;0;0;2;2;0;0;2;0;2;0;0;44;0;44;0;0;0;0;0;0;0;2;0;2;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;243-01;243-01 Kirchhuchting;1;1;880;251;0;1131;386;386;1;13;373;1827;0;174;317;491;128;10;23;7;1;1;3;2;1;1;4;6;0;0;3;4;6;0;1;77;0;0;0;0;1;0;0;0;2;0;0;2;0;0;0;0;2;0;20;0;0;0;0;5;0;0;1;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;269;547;173;8;2;3;6;0;2;8;0;1;0;4;0;2;0;2;18;16;0;0;0;5;0;0;0;0;0;0;10;0;0;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;133;78;211;9;38;5;1;0;1;0;1;2;0;0;1;0;2;6;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;76;60;136;17;1;0;16;1;5;11;0;0;1;0;0;1;4;0;0;3;0;0;0;0;0;97;68;165;37;15;0;1;4;8;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;91;52;143;6;3;30;0;0;1;0;9;1;0;0;1;1;0;26;15;41;8;0;0;0;0;0;5;0;0;1;1;0;0;0;0;0;0;0;0;0;30;1;31;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;15;3;18;0;2;0;1;0;0;0;12;0;12;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;243-02;243-02 Kirchhuchting;1;1;836;265;0;1101;465;465;0;12;453;2220;0;283;345;628;178;14;30;3;0;0;2;5;0;0;2;1;4;0;2;7;5;6;1;46;0;1;1;0;0;0;0;0;5;5;0;1;0;0;3;0;0;5;5;0;1;0;0;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;325;294;619;205;11;8;4;12;0;0;3;1;0;1;15;0;2;1;1;10;12;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;99;286;34;34;7;1;4;0;2;2;0;0;0;1;0;0;0;0;6;2;0;0;1;1;0;1;0;0;0;0;0;0;0;3;0;144;35;179;13;2;0;6;2;0;1;0;0;0;0;3;5;0;0;0;0;2;0;0;1;0;87;86;173;40;9;0;0;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;124;42;166;7;0;33;1;0;1;0;0;0;0;0;0;0;0;63;15;78;2;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2;26;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;15;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;7;2;9;0;2;0;0;0;0;0;17;3;20;1;1;1
26.05.2019;Bürgerschaftswahl;04011000;243-03;243-03 Kirchhuchting;1;1;812;100;0;912;368;368;0;11;357;1750;0;179;271;450;136;16;19;3;0;1;5;5;0;1;1;0;1;0;0;1;11;6;0;26;1;0;0;0;1;0;1;0;0;19;0;0;0;0;0;0;1;0;5;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;228;220;448;103;11;3;12;11;0;1;21;0;0;0;27;0;4;0;0;11;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;155;96;251;12;53;1;1;1;2;2;2;1;2;0;1;0;1;4;4;1;0;0;0;0;0;1;1;0;0;1;0;1;3;0;1;0;138;81;219;11;2;0;9;0;0;23;0;0;0;0;1;0;0;0;0;9;24;1;1;0;0;56;89;145;31;6;0;0;38;2;0;0;1;2;0;0;2;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;96;52;148;26;2;15;1;1;0;0;3;1;0;2;1;0;0;15;11;26;4;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;1;1;0;21;5;26;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;0;8;0;8;0;0;0;0;0;0;0;6;5;11;0;5;0
26.05.2019;Bürgerschaftswahl;04011000;243-04;243-04 Kirchhuchting;1;1;969;221;0;1190;465;465;3;17;448;2201;0;301;312;613;143;13;24;2;3;2;2;2;1;2;1;2;3;0;3;1;0;2;0;66;0;5;1;1;1;0;1;1;0;5;0;1;1;5;0;0;0;1;0;5;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;258;325;583;172;6;5;1;11;1;2;14;2;0;1;19;1;5;0;3;23;16;0;0;0;0;4;1;3;0;1;0;4;0;2;0;13;0;0;7;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;194;86;280;13;36;5;0;6;0;0;0;3;1;0;0;0;0;11;0;0;0;0;0;2;0;1;0;1;0;0;0;1;0;0;6;0;140;87;227;24;18;5;9;0;4;0;2;1;0;1;8;2;2;0;0;5;5;0;1;0;0;90;90;180;40;0;0;3;40;3;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;117;44;161;6;2;23;1;1;0;1;6;0;3;1;0;0;0;33;27;60;4;1;0;0;1;1;18;1;0;0;0;1;0;0;0;0;0;0;0;0;28;2;30;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;10;25;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;4;1;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;15;0;15;0;0;0;0;0;0;0;7;0;7;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;243-05;243-05 Kirchhuchting;1;1;859;88;0;947;345;345;1;18;327;1603;0;258;385;643;145;11;18;7;2;3;8;1;0;3;2;1;1;0;5;1;20;15;2;29;0;0;2;1;3;0;1;1;2;6;2;0;5;3;0;13;3;0;22;0;2;1;0;20;0;0;1;0;0;0;0;0;18;0;0;0;0;1;0;0;0;1;0;0;0;3;0;0;147;180;327;90;4;4;2;8;0;6;2;2;0;0;9;1;1;2;0;20;13;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;96;51;147;12;11;1;2;0;2;3;3;0;0;0;0;0;10;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;80;51;131;30;0;0;5;0;0;1;0;0;0;1;1;3;0;0;5;2;2;1;0;0;0;40;27;67;15;0;0;0;1;5;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;1;0;0;0;95;37;132;8;4;14;0;1;1;1;6;0;0;1;0;1;0;33;27;60;13;0;0;0;0;0;9;0;0;0;0;0;0;5;0;0;0;0;0;0;26;1;27;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;14;0;0;0;1;1;0;0;0;1;0;1;0;0;3;0;2;0;2;0;0;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;244-01;244-01 Grolland;1;1;678;205;0;883;508;508;1;13;495;2431;0;339;316;655;147;13;27;3;0;5;1;15;0;2;4;1;1;0;1;3;3;8;1;48;0;0;1;0;0;0;0;0;0;12;0;0;0;0;1;1;0;0;5;0;0;0;6;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;357;322;679;200;19;6;2;3;0;8;3;2;0;0;14;0;1;0;3;22;20;0;0;1;0;0;0;3;0;0;0;1;0;0;0;0;6;0;1;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;280;128;408;49;28;7;0;1;1;4;0;0;0;2;0;0;27;2;0;2;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;128;90;218;55;9;1;6;3;2;7;0;1;1;0;0;1;0;2;0;1;0;1;0;0;0;78;63;141;45;6;1;1;0;5;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;122;40;162;22;0;6;0;2;0;7;0;0;0;2;1;0;0;39;29;68;5;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;33;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;10;4;0;0;0;0;3;1;0;0;0;0;0;0;0;0;5;0;5;0;0;8;7;15;1;0;0;0;4;2;0;3;3;6;1;1;1
