datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B_SOLL;B;B1;C;D1;D2;D1_LISTE_EU;D1_LISTE;D1_SUMME_KANDIDATEN;D1_SUMME_LISTE_KANDIDATEN;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D1_13;D1_14;D1_15;D1_16;D1_17;D1_18;D1_19;D1_20;D1_21;D1_22;D1_23;D1_24;D1_25;D1_26;D1_27;D1_28;D1_29;D1_30;D1_31;D1_32;D1_33;D1_34;D1_35;D1_36;D1_37;D1_38;D1_39;D1_40;D1_41;D1_42;D1_43;D1_44;D1_45;D1_46;D1_47;D1_48;D1_49;D1_50;D1_51;D1_52;D1_53;D1_54;D1_55;D1_56;D1_57;D1_58;D1_59;D1_60;D1_61;D1_62;D1_63;D1_64;D1_65;D1_66;D1_67;D2_LISTE_EU;D2_LISTE;D2_SUMME_KANDIDATEN;D2_SUMME_LISTE_KANDIDATEN;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D2_13;D2_14;D2_15;D2_16;D2_17;D2_18;D2_19;D2_20;D2_21;D2_22;D2_23;D2_24;D2_25;D2_26;D2_27;D2_28;D2_29;D2_30;D2_31;D2_32;D2_33;D2_34;D2_35;D2_36;D2_37;D2_38;D2_39;D2_40;D2_41;D2_42;D2_43;D2_44;D2_45;D2_46;D2_47;D2_48;D2_49;D2_50;D2_51;D2_52;D2_53;D2_54;D3_LISTE_EU;D3_LISTE;D3_SUMME_KANDIDATEN;D3_SUMME_LISTE_KANDIDATEN;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D3_11;D3_12;D3_13;D3_14;D3_15;D3_16;D3_17;D3_18;D3_19;D3_20;D3_21;D3_22;D3_23;D3_24;D3_25;D3_26;D3_27;D3_28;D3_29;D3_30;D3_31;D3_32;D4_LISTE_EU;D4_LISTE;D4_SUMME_KANDIDATEN;D4_SUMME_LISTE_KANDIDATEN;D4_1;D4_2;D4_3;D4_4;D4_5;D4_6;D4_7;D4_8;D4_9;D4_10;D4_11;D4_12;D4_13;D4_14;D4_15;D4_16;D4_17;D4_18;D4_19;D4_20;D4_21;D5_LISTE_EU;D5_LISTE;D5_SUMME_KANDIDATEN;D5_SUMME_LISTE_KANDIDATEN;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D5_10;D5_11;D5_12;D5_13;D5_14;D5_15;D5_16;D5_17;D5_18;D5_19;D5_20;D5_21;D5_22;D5_23;D5_24;D5_25;D5_26;D5_27;D5_28;D6_LISTE_EU;D6_LISTE;D6_SUMME_KANDIDATEN;D6_SUMME_LISTE_KANDIDATEN;D6_1;D6_2;D6_3;D6_4;D6_5;D6_6;D6_7;D6_8;D6_9;D6_10;D6_11;D6_12;D6_13;D7_LISTE_EU;D7_LISTE;D7_SUMME_KANDIDATEN;D7_SUMME_LISTE_KANDIDATEN;D7_1;D7_2;D7_3;D7_4;D7_5;D7_6;D7_7;D7_8;D7_9;D7_10;D7_11;D7_12;D7_13;D7_14;D7_15;D7_16;D7_17;D7_18;D7_19;D8_LISTE_EU;D8_LISTE;D8_SUMME_KANDIDATEN;D8_SUMME_LISTE_KANDIDATEN;D8_1;D8_2;D8_3;D8_4;D8_5;D8_6;D8_7;D8_8;D8_9;D8_10;D8_11;D8_12;D8_13;D8_14;D8_15;D8_16;D8_17;D8_18;D8_19;D8_20;D8_21;D8_22;D8_23;D8_24;D8_25;D8_26;D8_27;D8_28;D8_29;D8_30;D8_31;D8_32;D8_33;D8_34;D8_35;D8_36;D9_LISTE_EU;D9_LISTE;D9_SUMME_KANDIDATEN;D9_SUMME_LISTE_KANDIDATEN;D9_1;D9_2;D9_3;D9_4;D9_5;D9_6;D9_7;D9_8;D9_9;D9_10;D9_11;D9_12;D9_13;D9_14;D9_15;D9_16;D9_17;D10_LISTE_EU;D10_LISTE;D10_SUMME_KANDIDATEN;D10_SUMME_LISTE_KANDIDATEN;D10_1;D10_2;D10_3;D10_4;D10_5;D10_6;D10_7;D10_8;D10_9;D10_10;D10_11;D10_12;D10_13;D12_LISTE_EU;D12_LISTE;D12_SUMME_KANDIDATEN;D12_SUMME_LISTE_KANDIDATEN;D12_1;D12_2;D12_3;D12_4;D12_5;D12_6;D12_7;D12_8;D12_9;D12_10;D12_11;D12_12;D12_13;D12_14;D13_LISTE_EU;D13_LISTE;D13_SUMME_KANDIDATEN;D13_SUMME_LISTE_KANDIDATEN;D13_1;D14_LISTE_EU;D14_LISTE;D14_SUMME_KANDIDATEN;D14_SUMME_LISTE_KANDIDATEN;D14_1;D14_2;D14_3;D14_4;D14_5;D14_6;D15_LISTE_EU;D15_LISTE;D15_SUMME_KANDIDATEN;D15_SUMME_LISTE_KANDIDATEN;D15_1;D15_2;D15_3
26.05.2019;Bürgerschaftswahl;04011000;331-98;331-98 Gartenstadt Vahr I Briefwahl;1;1;0;0;0;0;582;582;582;6;576;2859;0;337;314;651;107;8;52;3;1;8;17;11;0;1;2;0;1;0;21;2;0;9;1;0;0;3;2;0;8;0;7;0;1;7;1;5;0;0;1;0;1;0;1;2;1;1;0;7;1;0;3;1;0;0;0;0;1;0;3;0;0;1;2;0;0;0;7;0;0;3;0;0;558;564;1122;363;18;4;10;23;1;13;25;15;3;11;2;0;2;0;8;5;0;1;17;0;1;1;0;0;0;0;1;0;0;0;16;1;1;0;1;0;5;0;0;0;0;0;4;0;0;0;1;7;1;0;2;0;1;0;231;138;369;58;0;16;8;2;0;12;6;2;1;3;0;0;1;0;8;1;0;1;0;9;1;7;0;1;0;0;0;0;1;0;0;0;187;109;296;73;5;1;4;4;3;0;0;0;0;0;1;1;7;2;0;1;1;6;0;0;0;115;82;197;44;6;5;1;0;1;17;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;1;0;0;0;2;0;60;31;91;19;2;3;0;1;0;0;5;0;0;0;0;1;0;15;3;18;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;15;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;16;0;0;0;0;0;0;0;10;0;0;0;0;0;0;17;21;38;16;0;0;0;0;2;0;0;0;0;0;0;0;3;0;11;0;11;0;0;11;0;11;0;0;0;0;0;0;0;1;0;1;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;332-99;332-99 Neue Vahr Nord Briefwahl;1;1;0;0;0;0;521;521;521;19;502;2506;0;335;654;989;193;18;58;8;2;3;3;8;0;6;2;4;1;1;181;8;0;1;0;1;0;0;6;0;1;0;1;0;1;62;0;0;3;1;0;1;0;0;15;0;0;0;0;0;0;0;6;0;0;0;1;1;15;0;5;1;0;11;0;0;0;0;3;1;0;21;0;0;239;260;499;162;5;5;9;17;0;2;13;2;0;1;0;0;3;5;3;0;1;5;10;5;0;0;0;2;0;0;0;0;2;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;76;254;23;2;12;3;5;2;1;1;0;3;0;0;1;3;0;0;3;1;0;0;0;0;0;2;1;0;0;2;0;9;1;1;0;90;44;134;24;3;0;0;2;0;0;1;0;1;1;0;4;1;1;2;3;1;0;0;0;0;94;31;125;21;4;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;30;218;2;0;7;0;3;0;0;2;0;5;0;10;1;0;36;97;133;14;2;1;0;2;3;0;0;0;0;0;0;1;73;0;0;0;0;1;0;48;14;62;0;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;5;4;9;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;18;8;26;0;5;0;0;1;0;0;2;0;0;0;0;0;0;25;10;35;6;0;0;0;2;0;0;0;0;0;2;0;0;0;0;7;0;7;0;0;9;0;9;0;0;0;0;0;0;0;6;0;6;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;334-99;334-99 Neue Vahr Südwest Briefwahl;1;1;0;0;0;0;446;446;446;14;432;2130;0;389;483;872;161;3;43;4;0;4;2;10;0;3;0;1;2;0;158;6;0;5;0;0;0;1;0;0;2;0;2;1;1;33;0;2;1;0;1;1;2;0;0;0;1;1;0;1;0;0;2;0;1;1;1;0;1;0;4;0;0;7;1;0;0;0;0;1;0;12;0;0;261;214;475;142;4;0;4;15;2;1;3;1;0;0;1;0;2;0;1;0;0;0;15;0;0;0;1;1;0;0;0;1;1;2;1;0;5;1;0;1;0;0;0;3;1;0;0;0;0;0;1;2;0;0;0;2;0;0;153;76;229;17;1;8;3;7;0;7;0;4;2;0;0;1;0;4;3;0;3;1;0;0;0;1;1;0;0;0;1;1;0;1;10;0;122;62;184;17;6;2;3;2;16;1;0;0;3;0;0;0;5;1;0;1;2;0;1;2;0;36;52;88;31;2;0;0;10;2;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;2;1;0;0;110;13;123;2;1;2;0;1;0;1;5;0;0;0;0;1;0;32;31;63;3;0;1;0;0;2;0;0;0;0;0;0;0;23;1;0;1;0;0;0;28;5;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;4;10;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;7;25;3;0;0;2;0;0;1;0;0;0;0;0;0;1;0;12;1;13;1;0;9;0;9;0;0;0;0;0;0;0;1;0;1;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;335-99;335-99 Neue Vahr Südost Briefwahl;1;1;0;0;0;0;489;489;489;5;484;2410;0;312;623;935;199;6;49;6;5;2;9;8;5;7;1;6;0;0;187;9;0;5;1;2;0;0;1;0;0;0;1;0;1;74;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;6;0;0;0;0;10;1;0;0;0;0;2;0;10;0;0;305;189;494;104;1;5;3;9;2;2;3;5;0;0;1;0;5;0;2;0;0;0;19;0;0;1;1;7;0;0;0;1;2;1;0;0;0;1;5;1;3;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;168;49;217;15;3;5;1;0;1;3;1;0;3;0;0;1;0;2;0;0;5;0;0;0;0;4;0;0;0;0;0;0;0;0;5;0;127;40;167;16;1;1;0;1;4;2;0;0;1;0;0;1;1;7;0;3;0;0;1;1;0;77;31;108;21;0;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;3;0;0;0;140;59;199;29;0;8;2;7;2;0;3;3;2;0;1;2;0;49;120;169;8;0;0;0;0;4;0;0;0;0;0;0;0;108;0;0;0;0;0;0;34;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;13;16;0;0;1;0;1;10;0;1;0;0;0;0;0;0;0;0;0;0;19;7;26;0;0;0;2;2;0;0;1;0;0;0;2;0;0;19;10;29;0;0;0;0;2;5;2;0;1;0;0;0;0;0;0;3;0;3;0;0;10;0;10;0;0;0;0;0;0;0;3;0;3;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;341-97;341-97 Horn II Briefwahl;1;1;0;0;0;0;413;413;413;4;409;2045;0;208;274;482;93;5;53;5;0;0;2;7;0;4;0;2;1;0;0;4;0;10;0;0;0;1;5;0;0;0;43;0;0;0;0;1;0;0;0;2;0;0;11;0;0;9;0;2;1;0;3;1;2;0;0;0;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;408;346;754;226;4;5;5;8;1;7;14;7;0;26;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;7;0;0;0;2;0;0;0;4;0;0;0;0;19;2;0;1;0;0;0;264;85;349;35;2;12;3;0;2;6;0;1;0;3;0;1;7;3;1;0;4;0;0;0;1;2;0;0;0;0;1;1;0;0;0;0;136;62;198;31;2;2;3;4;8;5;0;0;2;0;3;1;0;0;0;0;0;0;1;0;0;71;82;153;31;5;4;6;5;2;1;1;0;0;0;2;1;5;0;0;0;5;1;0;0;0;0;4;1;3;0;5;0;28;4;32;3;0;1;0;0;0;0;0;0;0;0;0;0;0;15;6;21;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;22;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;2;10;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;12;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;8;0;8;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;341-98;341-98 Horn I Briefwahl;1;1;0;0;0;0;736;736;736;18;718;3567;0;282;248;530;86;7;27;4;1;3;7;8;1;2;1;0;0;0;36;9;0;0;0;0;0;0;1;0;0;0;11;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;1;0;0;3;0;0;9;0;8;0;0;1;1;2;0;0;0;0;0;7;1;0;942;1151;2093;721;23;4;11;28;1;24;60;60;0;104;6;1;4;2;32;0;0;0;2;0;5;1;5;4;2;0;0;0;1;0;0;1;0;3;3;0;5;1;1;2;3;0;5;1;0;0;0;10;12;2;0;1;0;0;191;148;339;51;4;23;12;2;3;8;2;3;1;6;0;3;12;0;2;2;2;0;5;0;1;0;0;0;2;0;0;3;0;0;1;0;75;52;127;31;5;1;2;1;5;1;0;0;0;0;0;1;0;1;0;0;2;0;0;2;0;196;103;299;70;1;1;0;4;1;0;1;2;5;0;2;0;3;4;0;0;7;0;0;0;0;0;0;0;0;1;1;0;60;9;69;5;0;3;0;0;1;0;0;0;0;0;0;0;0;5;34;39;2;13;1;0;0;0;0;0;1;0;0;0;0;17;0;0;0;0;0;0;2;4;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;18;18;12;0;0;2;0;0;0;0;0;0;0;3;1;0;0;5;2;7;2;0;7;5;12;1;2;0;2;0;0;0;6;1;7;0;1;0
26.05.2019;Bürgerschaftswahl;04011000;342-97;342-97 Lehe II Briefwahl;1;1;0;0;0;0;1022;1022;1022;13;1009;5013;0;546;557;1103;185;12;89;5;0;13;17;16;5;14;7;0;0;3;0;11;5;16;5;0;1;7;1;5;1;1;58;0;1;2;16;5;6;1;3;1;0;0;2;1;0;0;0;3;3;1;0;0;0;0;0;0;1;0;9;0;0;0;0;17;0;0;1;0;0;7;0;0;1028;904;1932;585;14;10;13;33;7;17;50;31;5;33;7;6;3;0;3;0;0;3;0;0;2;2;11;11;0;2;0;1;3;0;2;0;6;3;2;1;0;0;1;2;1;0;11;0;0;0;2;12;2;1;2;1;3;0;624;251;875;77;3;22;13;13;4;24;5;4;5;0;15;2;11;1;8;8;9;2;0;3;2;2;2;0;0;0;2;6;3;0;5;0;274;204;478;111;8;20;3;6;0;7;1;0;0;5;17;0;1;0;7;10;0;0;0;8;0;165;141;306;81;8;0;1;15;0;1;0;0;0;2;12;0;5;0;0;0;5;0;1;0;2;0;5;0;0;0;3;0;117;18;135;3;0;9;0;1;1;0;1;0;0;1;0;2;0;16;8;24;6;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;34;16;50;1;7;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;19;7;26;1;0;0;0;0;0;0;1;1;0;0;0;3;0;0;0;1;0;6;2;8;1;0;0;0;0;0;0;0;0;0;0;1;0;0;25;15;40;6;1;0;1;0;6;0;0;0;0;0;1;0;0;0;2;3;5;3;0;17;1;18;0;0;0;0;0;1;0;10;3;13;2;1;0
26.05.2019;Bürgerschaftswahl;04011000;342-98;342-98 Lehe I Briefwahl;1;1;0;0;0;0;678;678;678;6;672;3316;0;332;412;744;172;11;69;5;2;6;11;11;0;22;3;3;3;1;0;3;5;0;0;0;0;4;5;0;0;0;42;1;1;0;1;2;0;11;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5;0;0;0;1;8;0;0;0;0;0;0;0;0;522;318;840;186;7;7;4;13;0;5;20;6;0;8;6;1;8;0;2;6;0;3;1;0;0;2;5;0;0;0;0;2;1;0;0;0;0;1;7;0;0;0;2;0;1;0;4;1;0;0;0;4;3;0;1;1;0;0;634;172;806;67;3;21;15;12;2;10;3;1;2;1;0;3;8;0;5;2;2;3;0;1;2;0;0;1;0;4;0;2;1;1;0;0;281;127;408;57;11;9;10;7;2;2;0;3;0;2;7;5;0;0;4;3;1;0;0;4;0;121;78;199;39;2;8;1;0;1;1;0;1;0;1;3;0;8;2;1;0;0;0;0;0;0;1;4;1;2;0;2;0;40;18;58;5;1;8;1;2;0;0;0;0;0;1;0;0;0;17;5;22;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;8;80;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;15;2;17;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;23;0;1;1;1;1;0;0;0;0;0;0;0;1;0;30;13;43;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;2;12;2;0;25;0;25;0;0;0;0;0;0;0;39;0;39;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;343-96;343-96 Lehesterdeich III Briefwahl;1;1;0;0;0;0;635;635;635;10;625;3099;0;470;393;863;158;23;46;13;2;6;10;12;0;3;0;4;0;1;3;3;1;1;1;0;0;15;4;2;2;0;21;0;0;1;10;1;0;2;0;3;1;0;1;1;0;0;0;3;0;0;2;2;5;12;0;0;0;0;1;0;0;1;8;6;2;0;0;0;0;0;0;0;535;474;1009;276;3;2;9;18;3;21;32;9;0;12;1;0;6;1;13;0;0;7;2;2;4;1;6;0;0;3;0;0;0;3;6;0;0;1;2;1;0;0;1;1;0;0;12;0;0;0;1;9;0;1;2;2;1;0;273;120;393;41;1;14;7;3;3;14;2;3;5;0;0;1;2;1;2;1;2;2;0;0;0;1;0;0;1;0;1;7;0;6;0;0;195;70;265;25;5;7;3;3;2;1;0;2;1;5;2;2;4;1;0;1;0;1;0;5;0;130;91;221;66;0;0;2;3;3;3;0;0;0;0;0;0;0;2;0;0;1;0;0;0;4;0;7;0;0;0;0;0;104;49;153;14;3;9;0;3;1;0;12;1;0;0;0;6;0;34;21;55;4;1;0;0;0;0;0;0;0;0;1;0;0;15;0;0;0;0;0;0;29;13;42;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;8;6;14;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;1;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;34;6;40;3;0;0;0;0;2;0;0;0;0;1;0;0;0;0;12;0;12;0;0;9;5;14;0;5;0;0;0;0;0;10;1;11;1;0;0
26.05.2019;Bürgerschaftswahl;04011000;343-97;343-97 Lehesterdeich II Briefwahl;1;1;0;0;0;0;982;982;982;12;970;4820;0;500;508;1008;188;16;85;11;2;5;9;19;1;7;10;3;2;0;12;3;0;3;1;0;0;3;2;0;1;0;42;2;5;0;13;11;0;2;0;0;1;1;1;2;0;2;1;9;2;0;1;2;1;0;0;0;1;0;3;0;0;1;3;12;0;3;2;0;0;0;2;0;1030;932;1962;611;11;9;12;39;0;16;62;17;5;54;3;0;7;5;4;1;0;2;0;0;0;4;14;6;1;1;1;1;2;3;2;0;2;2;1;0;2;1;0;5;0;0;4;0;0;0;0;19;1;0;0;0;2;0;472;285;757;133;2;30;23;3;7;21;1;2;2;1;2;2;7;0;1;1;8;0;1;7;1;3;0;1;3;0;0;18;1;0;4;0;190;143;333;89;8;23;1;1;0;4;2;0;0;1;6;0;0;0;0;5;0;2;0;1;0;198;201;399;127;2;3;2;9;0;0;2;5;2;1;27;1;5;2;1;0;2;0;0;0;0;0;7;0;0;0;3;0;115;13;128;2;0;1;0;0;1;0;2;2;0;0;0;5;0;21;14;35;8;1;1;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;62;7;69;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;7;5;12;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;17;7;24;2;2;0;0;0;0;2;0;0;0;0;0;1;0;44;32;76;14;0;0;13;0;3;0;0;1;0;0;1;0;0;0;1;1;2;1;0;4;1;5;0;0;0;0;1;0;0;10;0;10;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;343-98;343-98 Lehesterdeich I Briefwahl;1;1;0;0;0;0;519;519;519;8;511;2538;0;340;232;572;82;7;41;10;0;2;4;4;5;14;0;4;0;1;0;4;0;0;0;0;0;7;1;0;2;1;6;1;0;0;4;6;1;4;0;0;1;0;0;0;0;0;1;3;0;0;6;1;0;2;0;0;0;0;2;0;0;2;3;0;0;0;0;0;0;0;0;0;572;416;988;283;12;2;3;13;7;11;17;3;1;11;6;1;3;5;2;0;0;17;0;0;0;1;2;0;0;0;0;1;0;0;1;1;3;4;2;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;291;90;381;29;7;10;4;1;0;8;1;5;2;0;0;1;4;0;2;0;6;0;0;4;1;0;0;0;0;0;1;4;0;0;0;0;106;96;202;33;5;23;2;2;0;3;1;0;0;3;0;1;17;0;0;4;2;0;0;0;0;112;88;200;70;1;0;1;4;0;1;0;1;0;0;0;0;6;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;42;18;60;9;0;5;0;0;0;0;0;0;1;0;0;3;0;9;9;18;2;2;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;22;6;28;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;16;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;9;28;2;1;0;1;2;1;1;0;0;0;0;0;1;0;0;10;2;12;2;0;16;0;16;0;0;0;0;0;0;0;2;0;2;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;351-97;351-97 Borgfeld II Briefwahl;1;1;0;0;0;0;756;756;756;14;742;3697;0;346;464;810;173;21;74;6;2;9;7;30;0;7;3;5;1;5;0;11;0;0;0;0;2;2;1;0;0;0;5;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;7;0;0;42;0;0;0;0;0;0;0;1;34;0;0;0;0;1;0;0;0;0;865;700;1565;474;16;12;9;15;1;13;17;7;2;43;3;5;7;1;1;0;1;10;0;0;0;1;4;0;5;0;0;1;2;0;2;2;0;2;1;0;1;1;0;1;0;0;1;0;0;0;1;23;12;0;0;2;1;0;463;191;654;69;2;21;4;0;3;11;1;1;3;0;1;1;1;5;12;0;9;4;0;0;2;0;0;0;1;0;3;35;0;1;1;0;122;51;173;32;2;2;4;1;1;0;2;0;0;0;1;2;1;0;0;0;0;0;3;0;0;181;121;302;68;2;3;5;16;1;0;0;0;0;0;0;0;8;0;5;0;0;0;0;0;1;1;9;1;0;1;0;0;66;12;78;2;1;2;0;1;0;0;0;0;0;1;0;5;0;18;3;21;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3;27;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;12;39;10;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;9;2;11;0;1;0;0;1;0;0;2;0;2;0;0;0
26.05.2019;Bürgerschaftswahl;04011000;351-98;351-98 Borgfeld I Briefwahl;1;1;0;0;0;0;964;964;964;11;953;4739;0;395;432;827;155;33;60;2;0;8;7;4;0;4;0;6;3;0;0;12;0;1;6;0;0;2;0;0;0;0;5;0;0;10;0;6;0;1;5;0;0;0;27;1;0;1;1;3;0;1;2;0;0;49;0;0;0;0;3;0;0;0;13;0;0;1;0;0;0;0;0;0;1165;1151;2316;797;33;5;31;30;3;6;50;28;2;45;5;1;6;0;3;0;10;35;1;0;0;0;1;3;6;1;0;1;1;0;0;3;1;3;2;0;1;0;1;8;0;0;7;1;0;0;5;10;0;0;5;0;0;0;524;195;719;93;2;8;17;2;5;5;6;1;1;3;3;1;3;1;0;0;2;0;1;0;1;0;0;1;0;0;1;35;0;2;1;0;152;56;208;29;0;3;1;0;0;1;12;1;0;0;0;1;2;0;3;0;0;1;2;0;0;226;154;380;101;5;4;3;7;0;2;0;0;0;0;2;0;6;3;0;0;0;0;0;0;2;1;17;0;0;1;0;0;105;51;156;18;0;2;0;3;0;0;0;0;0;0;2;26;0;9;13;22;9;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;22;3;25;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;11;1;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;15;22;10;0;0;0;2;3;0;0;0;0;0;0;0;0;0;14;5;19;5;0;15;3;18;0;1;1;0;0;1;0;6;0;6;0;0;0
