Gemeinde;Gemeindename;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Stimmzettel ungueltige (C);Stimmzettel gueltige (D1);Stimmen gueltige (D2);D01;D01 Personenstimmen;D01 Listenstimmen;D01_1;D01_2;D01_3;D01_4;D01_5;D01_6;D01_7;D01_8;D01_9;D01_10;D01_11;D01_12;D01_13;D01_14;D01_15;D01_16;D01_17;D01_18;D01_19;D01_20;D01_21;D01_22;D01_23;D01_24;D01_25;D01_26;D01_27;D01_28;D01_29;D01_30;D01_31;D01_32;D01_33;D01_34;D01_35;D01_36;D01_37;D01_38;D01_39;D01_40;D01_41;D01_42;D01_43;D01_44;D01_45;D01_46;D01_47;D01_48;D01_49;D01_50;D01_51;D01_52;D01_53;D02;D02 Personenstimmen;D02 Listenstimmen;D02_1;D02_2;D02_3;D02_4;D02_5;D02_6;D02_7;D02_8;D02_9;D02_10;D02_11;D02_12;D02_13;D02_14;D02_15;D02_16;D02_17;D02_18;D02_19;D02_20;D02_21;D02_22;D02_23;D02_24;D02_25;D02_26;D02_27;D02_28;D02_29;D02_30;D02_31;D02_32;D02_33;D02_34;D02_35;D02_36;D02_37;D02_38;D02_39;D02_40;D02_41;D02_42;D02_43;D02_44;D02_45;D02_46;D02_47;D02_48;D02_49;D02_50;D02_51;D02_52;D02_53;D02_54;D02_55;D02_56;D02_57;D02_58;D02_59;D03;D03 Personenstimmen;D03 Listenstimmen;D03_1;D03_2;D03_3;D03_4;D03_5;D03_6;D03_7;D03_8;D03_9;D03_10;D03_11;D03_12;D03_13;D03_14;D03_15;D03_16;D03_17;D03_18;D03_19;D03_20;D03_21;D03_22;D03_23;D03_24;D03_25;D03_26;D03_27;D03_28;D03_29;D03_30;D03_31;D03_32;D04;D04 Personenstimmen;D04 Listenstimmen;D04_1;D04_2;D04_3;D04_4;D04_5;D04_6;D04_7;D04_8;D04_9;D04_10;D04_11;D04_12;D04_13;D04_14;D04_15;D04_16;D04_17;D04_18;D04_19;D04_20;D04_21;D04_22;D04_23;D04_24;D05;D05 Personenstimmen;D05 Listenstimmen;D05_1;D05_2;D05_3;D05_4;D05_5;D05_6;D05_7;D05_8;D05_9;D05_10;D05_11;D05_12;D05_13;D05_14;D05_15;D05_16;D05_17;D05_18;D05_19;D05_20;D06;D06 Personenstimmen;D06 Listenstimmen;D06_1;D06_2;D06_3;D06_4;D06_5;D06_6;D06_7;D06_8;D06_9;D06_10;D06_11;D06_12;D06_13;D06_14;D06_15;D06_16;D06_17;D06_18;D06_19;D06_20;D07;D07 Personenstimmen;D07 Listenstimmen;D07_1;D07_2;D07_3;D07_4;D07_5;D07_6;D07_7;D07_8;D07_9;D07_10;D07_11;D07_12;D07_13;D07_14;D07_15;D09;D09 Personenstimmen;D09 Listenstimmen;D09_1;D09_2;D09_3;D09_4;D09_5;D09_6;D09_7;D09_8;D09_9;D09_10;D10;D10 Personenstimmen;D10 Listenstimmen;D10_1;D10_2;D10_3;D10_4;D10_5;D11;D11 Personenstimmen;D11 Listenstimmen;D11_1;D11_2;D11_3;D11_4;D12;D12 Personenstimmen;D12 Listenstimmen;D12_1;D12_2;D12_3;D13;D13 Personenstimmen;D13 Listenstimmen;D13_1;D13_2;D13_3;D13_4;D14;D14 Personenstimmen;D14 Listenstimmen;D14_1;D15;D15 Personenstimmen;D15 Listenstimmen;D15_1;D15_2;D16;D16 Personenstimmen;D16 Listenstimmen;D16_1;D16_2;D16_3;D16_4;D16_5;D16_6;
04011000;Bremen;04011000-244-03;STIMMBEZIRK;Grolland 03;244-03;883;650;233;0;423;419;4;10;413;2033;626;274;352;149;30;8;1;4;0;4;2;6;40;0;0;0;0;0;6;2;1;4;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;3;0;0;0;0;0;0;3;620;343;277;260;4;31;1;2;0;0;1;3;3;0;2;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;5;0;5;2;0;1;11;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;180;63;117;6;7;13;0;3;0;0;5;0;0;4;4;0;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;148;72;76;43;15;2;1;0;0;0;0;0;1;0;5;0;5;0;0;0;0;0;0;0;0;0;0;103;22;81;0;4;2;5;0;4;3;0;0;1;0;0;1;0;1;1;0;0;0;0;254;44;210;2;0;16;0;1;0;0;3;0;0;0;0;1;0;11;5;0;0;0;5;28;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;7;0;0;5;3;0;3;0;0;0;0;0;0;0;0;20;2;18;1;1;29;11;18;0;1;0;0;10;0;
04011000;Bremen;04011000-25;STADTTEIL;Woltmershausen;;9377;7225;2152;0;5127;3170;1957;136;4991;24658;6445;3316;3129;2184;393;6;10;30;3;60;6;39;12;3;4;1;2;4;8;4;4;13;13;7;2;10;14;42;3;3;4;2;2;11;4;12;20;289;2;5;4;11;0;3;1;22;7;8;6;4;1;0;3;2;1;12;8482;5380;3102;4015;75;372;27;30;3;4;8;38;15;1;17;19;295;21;2;19;15;4;3;52;4;3;2;1;12;13;2;6;3;16;3;4;1;63;3;96;0;6;0;6;3;12;23;0;17;6;5;5;1;1;3;2;1;1;13;1;5;2;2253;605;1648;120;29;95;22;30;15;6;19;15;4;11;35;4;96;6;16;5;5;1;6;5;4;9;9;13;11;0;1;0;5;1;7;2160;1009;1151;456;289;28;12;12;10;17;8;18;45;6;10;6;28;18;15;5;2;4;0;5;9;4;2;845;230;615;99;20;10;8;17;6;2;1;1;9;5;11;1;2;0;34;0;1;0;3;2368;516;1852;145;11;66;9;34;14;19;21;4;3;3;5;83;7;26;20;20;14;3;9;305;48;257;19;1;1;2;1;3;1;1;0;2;0;3;0;2;12;317;93;224;8;5;69;7;2;0;2;0;0;0;133;31;102;6;9;1;3;12;68;9;59;4;1;3;1;125;9;116;2;4;3;116;19;97;3;7;0;9;31;5;26;5;430;25;405;12;13;580;99;481;34;52;4;3;3;3;
04011000;Bremen;04011000-251;ORTSTEIL;Woltmerhausen;;7012;5463;1549;0;3647;2242;1405;90;3557;17595;4369;2188;2181;1409;257;6;6;27;3;33;4;19;8;3;4;1;2;3;7;4;3;13;12;7;2;10;13;39;3;3;3;2;2;1;3;12;9;187;2;5;4;8;0;2;1;7;7;7;3;4;1;0;2;2;1;12;5881;3672;2209;2712;51;252;22;28;2;3;4;32;9;1;11;10;218;19;1;14;6;3;1;8;2;1;2;1;6;12;1;5;3;10;3;4;1;56;3;74;0;6;0;5;2;1;22;0;8;5;2;4;1;1;1;2;1;1;13;1;5;0;1615;443;1172;91;23;65;16;26;11;4;16;8;2;9;28;3;73;0;12;5;3;1;2;5;4;1;8;13;5;0;0;0;5;0;4;1639;708;931;317;183;19;11;10;9;12;7;16;31;3;10;6;27;18;8;5;1;3;0;4;5;3;0;640;201;439;89;20;8;5;16;0;2;1;1;9;5;11;1;2;0;27;0;1;0;3;1760;396;1364;110;9;50;7;28;11;18;13;3;3;2;4;57;7;18;16;15;14;3;8;228;27;201;12;0;0;1;1;1;0;0;0;2;0;2;0;1;7;248;89;159;8;5;65;7;2;0;2;0;0;0;97;26;71;6;7;1;1;11;50;8;42;3;1;3;1;97;7;90;1;3;3;87;16;71;3;6;0;7;30;5;25;5;357;21;336;9;12;497;80;417;23;47;3;2;3;2;
04011000;Bremen;04011000-251-77;BRIEFWAHLBEZIRK;Woltmershausen II Briefwahl;251-77;0;0;0;0;777;0;777;11;766;3817;946;424;522;243;47;1;2;2;0;17;4;7;5;0;2;0;0;0;0;0;0;0;0;5;1;0;13;2;0;0;0;2;0;0;3;4;0;50;0;0;2;0;0;0;0;2;0;5;2;3;0;0;0;0;0;0;1372;863;509;600;15;88;0;1;0;1;0;7;1;0;3;1;71;3;0;2;0;0;0;1;1;1;0;0;2;0;1;2;1;3;0;0;0;5;0;43;0;5;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;324;87;237;17;0;9;9;5;2;2;2;0;0;2;1;0;24;0;3;4;1;0;1;1;3;0;0;0;1;0;0;0;0;0;0;416;263;153;119;79;3;2;3;1;11;1;5;3;1;3;0;13;8;2;2;1;1;0;2;2;1;0;117;41;76;19;2;0;2;4;0;1;0;1;1;5;3;0;0;0;0;0;1;0;2;223;41;182;15;1;4;0;1;1;0;0;0;0;0;1;15;0;0;2;0;1;0;0;51;7;44;3;0;0;0;0;1;0;0;0;2;0;0;0;0;1;48;12;36;0;1;3;7;0;0;1;0;0;0;19;1;18;0;0;0;0;1;16;0;16;0;0;0;0;30;1;29;0;1;0;30;3;27;0;2;0;1;6;0;6;0;116;5;111;2;3;103;23;80;3;19;0;0;0;1;
04011000;Bremen;04011000-251-78;BRIEFWAHLBEZIRK;Woltmershausen I Briefwahl;251-78;0;0;0;0;614;0;614;6;608;3030;1020;604;416;386;105;2;2;15;2;8;0;5;1;0;1;1;0;3;2;0;0;3;0;0;0;5;0;1;2;0;1;0;2;0;0;6;0;44;0;1;2;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;944;525;419;404;6;39;3;2;0;1;0;8;0;0;0;1;24;5;0;6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;12;0;0;0;1;1;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;3;0;306;103;203;18;0;20;3;4;1;2;11;3;0;4;8;1;14;0;0;1;0;0;1;1;1;1;2;5;0;0;0;0;0;0;2;192;88;104;38;35;1;0;1;2;1;2;5;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;81;18;63;2;1;0;1;12;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;279;73;206;27;2;3;3;0;1;2;2;2;1;0;3;9;0;3;7;0;5;0;3;36;6;30;3;0;0;1;0;0;0;0;0;0;0;0;0;0;2;17;8;9;0;0;7;0;0;0;1;0;0;0;24;11;13;1;2;1;1;6;7;2;5;2;0;0;0;10;0;10;0;0;0;7;2;5;1;1;0;0;1;0;1;0;47;2;45;2;0;59;5;54;2;2;1;0;0;0;
04011000;Bremen;04011000-251-01;STIMMBEZIRK;Woltmershausen 01;251-01;895;690;205;0;255;252;3;13;242;1189;183;109;74;61;8;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;5;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;16;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437;295;142;212;3;19;0;6;0;0;1;0;0;1;1;0;6;1;0;0;6;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;12;0;5;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;5;0;2;0;133;51;82;7;10;7;0;13;0;0;0;2;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;114;37;77;5;5;2;0;1;5;0;0;0;13;0;0;0;5;1;0;0;0;0;0;0;0;0;0;27;9;18;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;133;33;100;8;1;5;0;0;0;0;0;0;0;0;0;0;5;2;1;4;6;1;0;35;1;34;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;28;22;6;5;2;15;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;2;0;2;0;0;0;0;20;3;17;1;1;1;10;0;10;0;0;0;0;2;0;2;0;35;1;34;1;0;26;3;23;0;3;0;0;0;0;
04011000;Bremen;04011000-251-02;STIMMBEZIRK;Woltmershausen 02;251-02;883;697;186;0;286;284;2;5;281;1384;303;142;161;118;10;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;440;275;165;224;6;7;0;1;0;1;1;0;0;0;5;0;11;0;0;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;122;24;98;6;1;2;0;0;0;0;1;0;0;2;5;0;4;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;135;39;96;23;3;2;1;1;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;1;1;0;0;73;34;39;16;3;1;0;0;0;0;0;0;1;0;7;0;1;0;5;0;0;0;0;139;25;114;16;3;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;1;0;0;15;2;13;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;20;0;20;0;0;0;0;0;0;0;0;0;0;12;5;7;5;0;0;0;0;7;2;5;0;1;1;0;8;0;8;0;0;0;3;0;3;0;0;0;0;10;3;7;3;33;1;32;1;0;64;13;51;2;7;0;1;3;0;
04011000;Bremen;04011000-251-03;STIMMBEZIRK;Woltmershausen 03;251-03;277;250;27;0;83;83;0;4;79;386;46;15;31;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;155;105;50;91;1;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;35;10;25;1;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;25;6;19;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;85;34;51;11;0;2;0;0;1;0;1;0;0;0;0;7;0;6;1;5;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;10;0;1;0;0;0;0;0;0;0;0;0;
04011000;Bremen;04011000-251-04;STIMMBEZIRK;Woltmershausen 04;251-04;1145;906;239;0;384;381;3;13;371;1817;457;251;206;184;28;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;2;0;5;0;0;0;0;6;0;0;0;0;0;1;0;2;1;5;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;1;0;0;574;374;200;267;6;12;2;2;0;0;0;1;1;0;2;3;34;4;1;1;0;0;0;5;0;0;0;0;0;5;0;1;0;7;0;2;0;4;0;10;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;159;30;129;9;1;6;2;1;1;0;0;2;0;0;2;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;67;140;28;20;4;3;4;1;0;0;1;2;1;0;0;0;1;0;0;0;0;0;0;2;0;0;84;25;59;19;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;63;128;2;2;21;0;5;2;3;6;1;2;0;0;14;0;0;3;0;0;1;1;17;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;43;15;28;0;0;15;0;0;0;0;0;0;0;8;1;7;0;0;0;0;1;0;0;0;0;0;0;0;10;2;8;0;1;1;17;5;12;0;2;0;3;0;0;0;0;16;0;16;0;0;34;9;25;4;2;1;1;0;1;
04011000;Bremen;04011000-251-05;STIMMBEZIRK;Woltmershausen 05;251-05;796;636;160;0;249;249;0;5;244;1205;226;102;124;44;8;0;1;1;0;0;0;5;0;1;0;0;0;0;5;0;0;0;5;0;0;0;0;15;0;0;0;0;0;0;0;0;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;221;145;176;0;24;0;0;0;0;0;1;0;0;0;0;3;3;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;139;60;79;10;1;3;2;1;6;0;2;1;0;0;9;0;10;0;3;0;0;0;0;2;0;0;2;5;3;0;0;0;0;0;0;156;43;113;22;8;2;1;0;0;0;0;5;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;32;8;24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;113;16;97;5;0;0;0;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;39;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;14;13;1;1;11;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;12;1;11;0;0;1;0;7;0;7;0;0;0;2;1;1;0;1;0;0;2;1;1;1;31;9;22;2;7;51;11;40;5;6;0;0;0;0;
04011000;Bremen;04011000-251-06;STIMMBEZIRK;Woltmershausen 06;251-06;1062;875;187;0;323;323;0;14;309;1521;301;144;157;81;18;2;0;3;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2;2;0;0;0;0;0;1;17;2;0;0;1;0;1;1;0;1;1;0;0;0;0;0;1;0;3;546;352;194;270;3;16;5;8;2;0;0;3;5;0;0;0;13;1;0;1;0;2;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;12;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;126;27;99;8;3;3;0;2;1;0;0;0;2;0;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;98;40;58;23;4;1;0;0;0;0;2;0;3;0;0;5;0;2;0;0;0;0;0;0;0;0;0;75;31;44;18;2;1;2;0;0;0;1;0;6;0;0;1;0;0;0;0;0;0;0;258;64;194;18;0;7;2;6;6;3;0;0;0;1;0;8;0;6;1;2;1;1;2;11;4;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;15;30;2;1;11;0;1;0;0;0;0;0;10;4;6;0;1;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;8;0;8;0;0;40;3;37;1;2;0;0;0;0;
04011000;Bremen;04011000-251-07;STIMMBEZIRK;Woltmershausen 07;251-07;727;480;247;0;321;317;4;11;310;1536;517;220;297;154;19;0;0;2;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;0;0;0;0;0;0;0;2;22;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;479;273;206;200;7;16;5;5;0;0;0;0;2;0;0;0;22;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;0;4;1;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;140;27;113;12;1;5;0;0;0;0;0;0;0;0;2;1;2;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;125;56;69;24;15;2;1;0;0;0;0;0;5;0;1;0;5;0;0;1;0;0;0;0;0;2;0;48;11;37;6;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;138;9;129;2;0;5;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;8;3;5;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;0;0;1;1;2;0;2;0;0;0;4;0;4;0;0;0;0;3;1;2;1;20;2;18;1;1;46;3;43;1;1;1;0;0;0;
04011000;Bremen;04011000-251-08;STIMMBEZIRK;Woltmershausen 08;251-08;1227;929;298;0;355;353;2;8;347;1710;370;177;193;130;11;1;1;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;6;568;389;179;268;4;30;7;3;0;0;2;12;0;0;0;5;32;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;1;2;1;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;1;1;5;1;0;0;131;24;107;3;6;8;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;171;69;102;34;13;1;2;0;0;0;1;0;3;1;0;0;4;6;1;2;0;0;0;1;0;0;0;86;19;67;8;4;1;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;1;201;38;163;6;0;3;1;16;0;0;2;0;0;1;0;2;2;0;1;2;0;0;2;12;1;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;11;0;0;3;0;0;0;0;0;0;0;15;4;11;0;4;0;0;0;1;1;0;1;0;0;0;9;0;9;0;0;0;12;5;7;2;0;0;3;6;0;6;0;40;0;40;0;0;74;10;64;5;5;0;0;0;0;
04011000;Bremen;04011000-252;ORTSTEIL;Rablinghausen;;2365;1762;603;0;1480;928;552;46;1434;7063;2076;1128;948;775;136;0;4;3;0;27;2;20;4;0;0;0;0;1;1;0;1;0;1;0;0;0;1;3;0;0;1;0;0;10;1;0;11;102;0;0;0;3;0;1;0;15;0;1;3;0;0;0;1;0;0;0;2601;1708;893;1303;24;120;5;2;1;1;4;6;6;0;6;9;77;2;1;5;9;1;2;44;2;2;0;0;6;1;1;1;0;6;0;0;0;7;0;22;0;0;0;1;1;11;1;0;9;1;3;1;0;0;2;0;0;0;0;0;0;2;638;162;476;29;6;30;6;4;4;2;3;7;2;2;7;1;23;6;4;0;2;0;4;0;0;8;1;0;6;0;1;0;0;1;3;521;301;220;139;106;9;1;2;1;5;1;2;14;3;0;0;1;0;7;0;1;1;0;1;4;1;2;205;29;176;10;0;2;3;1;6;0;0;0;0;0;0;0;0;0;7;0;0;0;0;608;120;488;35;2;16;2;6;3;1;8;1;0;1;1;26;0;8;4;5;0;0;1;77;21;56;7;1;1;1;0;2;1;1;0;0;0;1;0;1;5;69;4;65;0;0;4;0;0;0;0;0;0;0;36;5;31;0;2;0;2;1;18;1;17;1;0;0;0;28;2;26;1;1;0;29;3;26;0;1;0;2;1;0;1;0;73;4;69;3;1;83;19;64;11;5;1;1;0;1;
04011000;Bremen;04011000-252-99;BRIEFWAHLBEZIRK;Rablinghausen Briefwahl;252-99;0;0;0;0;542;0;542;9;533;2649;873;499;374;322;68;0;3;3;0;20;2;13;4;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;49;0;0;0;1;0;0;0;4;0;1;3;0;0;0;1;0;0;0;967;630;337;444;13;59;1;0;0;1;1;3;1;0;5;1;25;0;1;2;1;0;2;43;0;1;0;0;3;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;8;1;3;1;0;0;1;0;0;0;0;0;0;1;257;73;184;16;4;13;3;4;0;1;0;7;0;2;2;0;8;6;0;0;1;0;3;0;0;0;0;0;3;0;0;0;0;0;0;179;105;74;46;36;7;0;0;0;4;0;1;4;0;0;0;0;0;2;0;0;1;0;1;1;1;1;77;4;73;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;34;100;3;1;14;1;5;0;0;5;0;0;0;0;0;0;0;0;5;0;0;0;36;12;24;4;1;1;1;0;1;0;0;0;0;0;1;0;1;2;24;3;21;0;0;3;0;0;0;0;0;0;0;7;2;5;0;0;0;2;0;0;0;0;0;0;0;0;5;2;3;1;1;0;7;1;6;0;0;0;1;0;0;0;0;41;1;40;1;0;42;11;31;8;2;0;1;0;0;
04011000;Bremen;04011000-252-01;STIMMBEZIRK;Rablinghausen 01;252-01;1276;951;325;0;512;503;9;17;495;2417;650;346;304;264;37;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;844;571;273;445;8;30;1;0;1;0;1;1;5;0;1;3;26;1;0;2;8;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;21;0;0;0;1;1;7;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;256;64;192;6;1;15;2;0;1;0;3;0;2;0;5;0;13;0;4;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;3;223;126;97;62;46;2;1;1;0;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;3;0;1;97;21;76;5;0;0;3;0;6;0;0;0;0;0;0;0;0;0;7;0;0;0;0;212;49;163;14;1;1;0;0;3;1;1;1;0;1;1;18;0;2;4;0;0;0;1;16;6;10;2;0;0;0;0;0;1;1;0;0;0;0;0;0;2;32;1;31;0;0;1;0;0;0;0;0;0;0;8;3;5;0;2;0;0;1;15;1;14;1;0;0;0;14;0;14;0;0;0;9;2;7;0;1;0;1;1;0;1;0;14;3;11;2;1;26;7;19;3;2;1;0;0;1;
04011000;Bremen;04011000-252-02;STIMMBEZIRK;Rablinghausen 02;252-02;1089;811;278;0;426;425;1;20;406;1997;553;283;270;189;31;0;1;0;0;5;0;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;10;23;0;0;0;2;0;1;0;11;0;0;0;0;0;0;0;0;0;0;790;507;283;414;3;31;3;2;0;0;2;2;0;0;0;5;26;1;0;1;0;0;0;1;1;1;0;0;2;0;0;0;0;5;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;25;100;7;1;2;1;0;3;1;0;0;0;0;0;1;2;0;0;0;1;0;1;0;0;0;0;0;3;0;1;0;0;1;0;119;70;49;31;24;0;0;1;1;1;1;0;1;3;0;0;1;0;5;0;1;0;0;0;0;0;0;31;4;27;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;37;225;18;0;1;1;1;0;0;2;0;0;0;0;8;0;6;0;0;0;0;0;25;3;22;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;13;0;13;0;0;0;0;0;0;0;0;0;0;21;0;21;0;0;0;0;0;3;0;3;0;0;0;0;9;0;9;0;0;0;13;0;13;0;0;0;0;0;0;0;0;18;0;18;0;0;15;1;14;0;1;0;0;0;0;
