Gemeinde;Gemeindename;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Stimmzettel ungueltige (C);Stimmzettel gueltige (D1);Stimmen gueltige (D2);D01;D01 Personenstimmen;D01 Listenstimmen;D01_1;D01_2;D01_3;D01_4;D01_5;D01_6;D01_7;D01_8;D01_9;D01_10;D01_11;D01_12;D01_13;D01_14;D01_15;D01_16;D01_17;D01_18;D01_19;D01_20;D01_21;D01_22;D01_23;D01_24;D01_25;D01_26;D01_27;D01_28;D01_29;D01_30;D01_31;D01_32;D01_33;D01_34;D01_35;D01_36;D01_37;D01_38;D01_39;D01_40;D01_41;D01_42;D01_43;D01_44;D01_45;D01_46;D01_47;D01_48;D01_49;D01_50;D01_51;D01_52;D01_53;D02;D02 Personenstimmen;D02 Listenstimmen;D02_1;D02_2;D02_3;D02_4;D02_5;D02_6;D02_7;D02_8;D02_9;D02_10;D02_11;D02_12;D02_13;D02_14;D02_15;D02_16;D02_17;D02_18;D02_19;D02_20;D02_21;D02_22;D02_23;D02_24;D02_25;D02_26;D02_27;D02_28;D02_29;D02_30;D02_31;D02_32;D02_33;D02_34;D02_35;D02_36;D02_37;D02_38;D02_39;D02_40;D02_41;D02_42;D02_43;D02_44;D02_45;D02_46;D02_47;D02_48;D02_49;D02_50;D02_51;D02_52;D02_53;D02_54;D02_55;D02_56;D02_57;D02_58;D02_59;D03;D03 Personenstimmen;D03 Listenstimmen;D03_1;D03_2;D03_3;D03_4;D03_5;D03_6;D03_7;D03_8;D03_9;D03_10;D03_11;D03_12;D03_13;D03_14;D03_15;D03_16;D03_17;D03_18;D03_19;D03_20;D03_21;D03_22;D03_23;D03_24;D03_25;D03_26;D03_27;D03_28;D03_29;D03_30;D03_31;D03_32;D04;D04 Personenstimmen;D04 Listenstimmen;D04_1;D04_2;D04_3;D04_4;D04_5;D04_6;D04_7;D04_8;D04_9;D04_10;D04_11;D04_12;D04_13;D04_14;D04_15;D04_16;D04_17;D04_18;D04_19;D04_20;D04_21;D04_22;D04_23;D04_24;D05;D05 Personenstimmen;D05 Listenstimmen;D05_1;D05_2;D05_3;D05_4;D05_5;D05_6;D05_7;D05_8;D05_9;D05_10;D05_11;D05_12;D05_13;D05_14;D05_15;D05_16;D05_17;D05_18;D05_19;D05_20;D06;D06 Personenstimmen;D06 Listenstimmen;D06_1;D06_2;D06_3;D06_4;D06_5;D06_6;D06_7;D06_8;D06_9;D06_10;D06_11;D06_12;D06_13;D06_14;D06_15;D06_16;D06_17;D06_18;D06_19;D06_20;D07;D07 Personenstimmen;D07 Listenstimmen;D07_1;D07_2;D07_3;D07_4;D07_5;D07_6;D07_7;D07_8;D07_9;D07_10;D07_11;D07_12;D07_13;D07_14;D07_15;D09;D09 Personenstimmen;D09 Listenstimmen;D09_1;D09_2;D09_3;D09_4;D09_5;D09_6;D09_7;D09_8;D09_9;D09_10;D10;D10 Personenstimmen;D10 Listenstimmen;D10_1;D10_2;D10_3;D10_4;D10_5;D11;D11 Personenstimmen;D11 Listenstimmen;D11_1;D11_2;D11_3;D11_4;D12;D12 Personenstimmen;D12 Listenstimmen;D12_1;D12_2;D12_3;D13;D13 Personenstimmen;D13 Listenstimmen;D13_1;D13_2;D13_3;D13_4;D14;D14 Personenstimmen;D14 Listenstimmen;D14_1;D15;D15 Personenstimmen;D15 Listenstimmen;D15_1;D15_2;D16;D16 Personenstimmen;D16 Listenstimmen;D16_1;D16_2;D16_3;D16_4;D16_5;D16_6;
04011000;Bremen;04011000-373;ORTSTEIL;Tenever;;5470;4777;693;0;1775;1186;589;91;1684;8314;2130;1030;1100;305;60;25;15;27;1;43;11;38;6;30;6;12;3;30;3;26;2;1;16;4;0;1;0;185;18;4;2;1;0;8;1;3;1;11;0;2;2;29;4;1;2;37;3;7;6;10;0;0;22;0;0;6;2972;2103;869;1139;21;118;7;122;1;0;13;21;10;2;6;11;8;12;1;44;1;0;0;12;141;1;5;2;0;4;2;1;0;1;28;80;8;87;1;95;2;6;0;2;2;8;1;0;27;2;4;20;0;0;0;6;2;2;1;13;0;0;393;140;253;25;2;12;0;2;0;2;3;5;0;0;2;2;10;0;0;2;1;0;0;8;0;51;1;1;2;2;0;0;7;0;0;922;588;334;77;51;4;2;4;22;0;6;0;3;6;366;4;16;6;8;0;2;1;0;1;0;2;7;472;259;213;31;5;0;1;4;0;81;3;2;13;2;1;0;0;1;109;3;2;0;1;999;218;781;65;6;3;14;9;13;3;2;3;6;3;1;7;13;1;23;3;13;28;2;80;20;60;2;2;1;0;7;4;0;0;0;1;0;2;1;0;0;110;29;81;2;11;1;3;0;2;1;3;1;5;42;6;36;1;5;0;0;0;17;5;12;0;5;0;0;39;0;39;0;0;0;21;1;20;1;0;0;0;15;2;13;2;81;10;71;2;8;21;1;20;1;0;0;0;0;0;
04011000;Bremen;04011000-373-99;BRIEFWAHLBEZIRK;Tenever Briefwahl;373-99;0;0;0;0;584;0;584;16;568;2829;773;358;415;105;13;5;7;20;0;16;10;28;5;15;3;10;1;12;1;14;0;0;1;1;0;0;0;36;0;0;1;0;0;2;1;0;0;0;0;0;2;27;0;1;1;1;2;1;1;10;0;0;4;0;0;1;1159;889;270;443;4;49;6;65;0;0;3;16;0;0;0;0;2;6;1;9;0;0;0;0;125;0;2;1;0;3;2;0;0;0;18;32;7;4;0;51;0;2;0;1;0;3;1;0;16;0;1;4;0;0;0;3;1;0;0;8;0;0;126;29;97;5;0;2;0;1;0;0;0;0;0;0;0;1;5;0;0;0;1;0;0;7;0;1;0;0;0;0;0;0;6;0;0;221;142;79;33;26;1;0;0;15;0;0;0;0;0;53;0;13;0;0;0;1;0;0;0;0;0;0;121;61;60;3;5;0;1;1;0;20;0;0;11;0;1;0;0;0;19;0;0;0;0;265;65;200;16;2;0;1;2;10;1;0;1;1;0;0;4;11;0;5;1;6;3;1;40;7;33;2;2;0;0;0;1;0;0;0;1;0;0;1;0;0;23;10;13;1;1;1;1;0;1;1;3;1;0;18;1;17;1;0;0;0;0;6;5;1;0;5;0;0;21;0;21;0;0;0;13;0;13;0;0;0;0;9;0;9;0;26;0;26;0;0;8;0;8;0;0;0;0;0;0;
04011000;Bremen;04011000-373-01;STIMMBEZIRK;Tenever 01;373-01;899;824;75;0;199;199;0;10;189;934;235;111;124;26;10;6;1;0;0;0;0;2;0;3;0;0;0;0;0;5;1;0;0;1;0;0;0;20;5;0;1;0;0;6;0;3;0;0;0;0;0;0;0;0;0;10;1;0;0;0;0;0;5;0;0;5;261;150;111;78;4;8;0;1;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;10;0;1;0;0;0;0;0;0;0;3;9;0;3;1;19;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;1;0;0;0;1;0;0;56;27;29;6;1;2;0;0;0;0;1;5;0;0;2;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;174;117;57;13;4;0;1;0;0;0;5;0;0;0;89;3;2;0;0;0;0;0;0;0;0;0;0;57;31;26;9;0;0;0;0;0;5;0;0;0;0;0;0;0;0;15;0;2;0;0;113;32;81;15;0;0;0;0;0;0;1;0;5;0;0;2;0;0;2;0;5;2;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;0;0;0;0;0;0;0;0;0;5;2;3;2;7;0;7;0;0;5;0;5;0;0;0;0;0;0;
04011000;Bremen;04011000-373-02;STIMMBEZIRK;Tenever 02;373-02;1168;1030;138;0;254;254;0;16;238;1164;292;117;175;55;4;2;2;0;0;8;0;0;0;2;0;0;0;0;0;5;0;0;5;0;0;0;0;20;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;398;282;116;174;3;32;1;4;1;0;2;0;0;0;1;0;0;0;0;9;0;0;0;6;1;1;0;1;0;0;0;1;0;0;5;6;0;17;0;0;0;1;0;1;1;3;0;0;1;0;1;3;0;0;0;1;0;2;0;3;0;0;24;9;15;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;156;104;52;12;4;3;1;4;1;0;0;0;2;1;72;0;1;0;2;0;1;0;0;0;0;0;0;68;32;36;5;0;0;0;0;0;18;1;1;1;1;0;0;0;0;5;0;0;0;0;167;47;120;10;2;2;2;4;3;2;0;1;0;1;1;1;1;1;2;0;0;14;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;5;28;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;10;5;5;2;3;1;1;0;1;0;0;0;0;0;
04011000;Bremen;04011000-373-03;STIMMBEZIRK;Tenever 03;373-03;1068;863;205;0;203;200;3;13;190;928;280;167;113;49;13;5;2;1;0;7;0;6;0;5;0;0;0;17;1;0;1;0;0;1;0;1;0;46;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;4;0;1;0;0;0;0;2;0;0;0;268;148;120;94;2;10;0;6;0;0;2;1;0;0;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;10;0;0;1;3;0;0;1;0;0;0;0;1;0;6;0;0;0;0;1;0;0;0;0;0;53;17;36;1;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;86;25;61;4;3;0;0;0;5;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;48;10;38;5;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;170;26;144;12;1;0;0;2;0;0;1;1;0;0;0;0;0;0;5;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;10;5;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;
04011000;Bremen;04011000-373-04;STIMMBEZIRK;Tenever 04;373-04;978;807;171;0;288;287;1;16;272;1341;348;156;192;64;18;7;1;0;0;8;1;1;0;3;2;1;2;1;1;0;0;1;1;1;0;0;0;20;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;10;0;0;0;456;284;172;198;2;11;0;18;0;0;0;1;8;0;0;10;0;3;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;6;1;0;0;5;1;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;77;24;53;6;0;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;7;1;1;1;0;0;0;1;0;0;97;57;40;14;14;0;0;0;1;0;1;0;1;5;13;1;0;0;5;0;0;0;0;0;0;1;1;78;48;30;7;0;0;0;0;0;20;0;1;1;1;0;0;0;1;16;0;0;0;1;181;20;161;4;1;1;6;1;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;30;11;19;0;0;0;0;7;2;0;0;0;0;0;2;0;0;0;21;6;15;0;5;0;0;0;1;0;0;0;0;5;0;5;0;0;0;0;0;6;0;6;0;0;0;0;10;0;10;0;0;0;3;1;2;1;0;0;0;0;0;0;0;22;5;17;0;5;7;0;7;0;0;0;0;0;0;
04011000;Bremen;04011000-373-05;STIMMBEZIRK;Tenever 05;373-05;1357;1253;104;0;247;246;1;20;227;1118;202;121;81;6;2;0;2;6;1;4;0;1;1;2;1;1;0;0;0;2;0;0;9;0;0;0;0;43;8;0;0;0;0;0;0;0;0;11;0;0;0;2;4;0;0;15;0;0;0;0;0;0;0;0;0;0;430;350;80;152;6;8;0;28;0;0;6;1;2;2;5;0;5;1;0;16;0;0;0;6;5;0;1;0;0;1;0;0;0;0;0;21;0;53;0;20;0;0;0;0;0;2;0;0;3;1;0;2;0;0;0;1;0;0;1;1;0;0;57;34;23;3;1;2;0;0;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;20;0;0;1;2;0;0;0;0;0;188;143;45;1;0;0;0;0;0;0;0;0;0;0;126;0;0;6;1;0;0;1;0;1;0;1;6;100;77;23;2;0;0;0;3;0;14;1;0;0;0;0;0;0;0;54;3;0;0;0;103;28;75;8;0;0;5;0;0;0;0;0;0;2;0;0;0;0;9;1;1;1;1;2;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;23;8;15;1;0;0;2;0;0;0;0;0;5;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;
04011000;Bremen;04011000-374;ORTSTEIL;Osterholz;;4373;3217;1156;0;2616;1578;1038;63;2553;12616;4423;1864;2559;800;196;27;20;14;3;59;4;112;6;73;6;7;3;173;11;11;0;0;4;1;11;0;2;70;12;1;0;1;12;11;4;8;0;2;1;3;0;7;2;2;5;70;4;9;3;22;5;2;55;7;0;3;3988;2466;1522;1728;21;211;5;90;0;0;5;16;7;3;10;2;4;25;1;26;5;2;0;23;35;0;2;3;17;5;0;0;3;2;35;13;5;6;1;34;2;10;3;2;0;15;7;1;29;0;3;13;4;1;0;2;2;2;5;18;1;1;700;155;545;21;13;40;10;4;4;1;4;7;1;4;2;3;18;6;2;4;1;0;2;2;0;3;0;1;0;0;1;0;1;0;0;844;447;397;191;125;5;13;2;3;3;5;1;11;1;51;0;6;3;3;0;2;0;5;2;9;0;6;770;196;574;98;10;6;0;5;1;28;14;0;1;1;1;1;0;0;23;0;5;0;2;1208;205;1003;58;9;2;1;27;6;4;12;2;7;3;2;8;6;0;18;4;1;33;2;105;25;80;1;4;2;0;2;2;7;0;0;1;0;6;0;0;0;177;31;146;12;3;3;2;0;0;4;4;0;3;15;1;14;0;0;0;0;1;16;2;14;0;1;0;1;19;0;19;0;0;0;23;0;23;0;0;0;0;9;0;9;0;148;24;124;16;8;171;12;159;10;0;2;0;0;0;
04011000;Bremen;04011000-374-97;BRIEFWAHLBEZIRK;Osterholz II Briefwahl;374-97;0;0;0;0;561;0;561;7;554;2759;1032;477;555;217;76;12;2;2;1;12;0;19;0;10;2;3;2;68;0;0;0;0;0;1;0;0;0;17;1;0;0;0;2;0;2;0;0;0;1;1;0;0;1;1;0;2;1;7;3;1;0;0;7;0;0;3;919;552;367;380;7;66;1;14;0;0;0;9;0;0;5;0;0;11;0;4;0;0;0;10;2;0;0;0;1;1;0;0;1;0;3;0;3;0;0;0;0;2;0;0;0;0;5;0;11;0;0;0;0;0;0;1;1;0;0;13;1;0;184;49;135;2;5;8;8;2;2;0;0;0;1;0;1;3;11;0;0;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;166;85;81;34;30;1;2;0;0;1;0;0;6;1;7;0;1;0;0;0;0;0;0;2;0;0;0;178;60;118;36;4;0;0;0;0;7;1;0;0;1;0;0;0;0;6;0;3;0;2;168;17;151;2;1;0;0;1;1;2;1;1;0;2;0;0;1;0;2;0;0;2;1;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;3;22;1;1;0;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;26;2;24;1;1;40;5;35;3;0;2;0;0;0;
04011000;Bremen;04011000-374-98;BRIEFWAHLBEZIRK;Osterholz I Briefwahl;374-98;0;0;0;0;464;0;464;4;460;2291;851;371;480;162;47;1;7;2;0;6;1;29;0;6;0;3;0;38;2;4;0;0;0;0;0;0;0;7;1;0;0;1;0;10;2;0;0;1;0;0;0;0;0;1;0;25;1;1;0;5;1;0;7;0;0;0;795;523;272;326;6;54;0;23;0;0;0;4;5;0;1;0;0;8;0;5;1;2;0;5;15;0;0;2;8;0;0;0;0;0;7;0;1;1;0;25;0;0;1;0;0;12;1;0;5;0;0;0;0;1;0;0;0;1;0;3;0;0;111;19;92;2;1;7;0;1;1;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;82;42;37;27;0;0;1;0;0;3;0;0;0;3;0;2;1;2;0;0;0;5;0;1;0;0;149;18;131;11;0;1;0;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;136;18;118;10;0;0;0;1;0;0;0;0;0;0;0;0;2;0;3;0;0;2;0;6;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;3;15;1;0;1;0;0;0;0;0;0;1;3;1;2;0;0;0;0;1;7;2;5;0;1;0;1;10;0;10;0;0;0;7;0;7;0;0;0;0;1;0;1;0;34;3;31;1;2;39;0;39;0;0;0;0;0;0;
04011000;Bremen;04011000-374-01;STIMMBEZIRK;Osterholz 01;374-01;1006;729;277;0;345;344;1;11;334;1651;558;224;334;114;15;3;0;2;0;1;1;2;0;2;0;0;0;11;0;4;0;0;0;0;0;0;2;8;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;10;3;2;25;5;0;0;453;288;165;196;3;15;0;8;0;0;1;1;0;2;1;2;0;1;1;1;0;0;0;0;5;0;0;0;1;4;0;0;0;2;12;6;0;0;0;0;1;7;1;0;0;0;0;0;6;0;0;11;0;0;0;0;0;0;0;0;0;0;56;17;39;4;2;1;0;0;0;0;4;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;54;60;17;9;2;5;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;5;0;5;121;51;70;18;2;1;0;1;1;13;1;0;0;0;1;1;0;0;11;0;1;0;0;256;31;225;10;0;0;0;5;0;0;0;1;0;0;0;3;0;0;3;1;1;6;1;27;8;19;1;2;0;0;0;0;0;0;0;0;0;5;0;0;0;26;5;21;5;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;2;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;11;7;4;4;3;18;1;17;1;0;0;0;0;0;
04011000;Bremen;04011000-374-02;STIMMBEZIRK;Osterholz 02;374-02;1030;787;243;0;363;359;4;20;343;1660;566;261;305;91;30;10;7;4;0;12;0;25;0;18;3;0;0;4;4;0;0;0;4;0;0;0;0;20;2;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;17;0;0;0;5;0;0;1;0;0;0;636;375;261;310;0;28;3;9;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;2;0;2;0;7;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;97;29;68;3;1;15;1;0;0;0;0;0;0;1;0;0;1;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;115;64;51;33;21;1;3;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;61;12;49;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;139;39;100;12;1;0;0;8;0;0;2;0;1;1;0;1;0;0;5;3;0;5;0;7;6;1;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;4;0;4;0;0;0;2;0;2;0;0;0;0;4;0;4;0;9;0;9;0;0;6;1;5;1;0;0;0;0;0;
04011000;Bremen;04011000-374-03;STIMMBEZIRK;Osterholz 03;374-03;1005;679;326;0;367;361;6;8;359;1770;560;245;315;122;16;0;1;4;1;11;2;22;0;23;0;0;1;25;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0;0;0;0;3;0;0;0;594;383;211;300;2;33;0;1;0;0;1;1;1;1;0;0;3;5;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;1;0;1;0;1;6;0;0;0;2;0;0;0;0;0;5;1;0;1;100;15;85;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166;89;77;52;27;0;2;0;1;1;2;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;89;26;63;12;1;0;0;1;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;155;28;127;3;1;2;1;2;0;2;3;0;5;0;1;2;1;0;5;0;0;0;0;12;1;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;46;12;34;3;1;1;2;0;0;2;2;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;6;16;6;0;20;0;20;0;0;0;0;0;0;
04011000;Bremen;04011000-374-04;STIMMBEZIRK;Osterholz 04;374-04;1332;1022;310;0;516;514;2;13;503;2485;856;286;570;94;12;1;3;0;1;17;0;15;6;14;1;1;0;27;5;0;0;0;0;0;11;0;0;18;8;1;0;0;4;1;0;6;0;1;0;1;0;5;1;0;0;13;2;1;0;1;1;0;12;2;0;0;591;345;246;216;3;15;1;35;0;0;2;1;0;0;2;0;1;0;0;8;3;0;0;8;11;0;0;1;0;0;0;0;2;0;12;7;0;5;1;1;0;1;0;0;0;0;1;0;1;0;2;1;2;0;0;0;1;1;0;0;0;0;152;26;126;4;4;4;1;1;1;0;0;1;0;2;1;0;1;0;2;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;0;159;73;86;18;11;1;1;0;2;0;0;0;5;0;29;0;3;0;1;0;1;0;0;0;0;0;1;172;29;143;14;3;4;0;0;0;7;0;0;0;0;0;0;0;0;0;0;1;0;0;354;72;282;21;6;0;0;10;5;0;6;0;1;0;1;2;2;0;0;0;0;18;0;36;9;27;0;2;2;0;1;2;2;0;0;0;0;0;0;0;0;53;8;45;2;1;1;0;0;0;2;2;0;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;14;0;14;0;0;0;0;1;0;1;0;46;6;40;4;2;48;5;43;5;0;0;0;0;0;
04011000;Bremen;04011000-375;ORTSTEIL;Blockdiek;;3920;3312;608;0;1617;1094;523;85;1532;7505;1945;861;1084;346;74;27;10;11;4;30;7;15;0;24;9;2;2;26;14;18;0;2;2;1;2;1;0;93;7;0;0;10;2;4;1;9;2;7;0;0;0;7;1;0;1;50;18;5;1;1;0;0;5;1;0;9;3032;2056;976;1254;44;119;16;101;0;2;10;13;2;0;10;4;2;14;0;20;8;0;0;29;129;5;2;3;9;2;0;1;0;2;19;33;2;47;8;56;2;1;1;1;0;1;0;0;23;21;1;29;0;1;0;2;0;2;0;5;0;0;320;104;216;30;1;5;5;10;0;5;2;3;0;0;3;0;8;0;0;1;3;0;1;2;0;13;0;6;1;0;0;5;0;0;0;545;256;289;69;53;9;3;7;1;0;0;1;4;5;82;2;0;4;2;3;8;0;0;0;2;0;1;301;114;187;38;3;0;5;5;1;24;1;0;0;0;1;0;1;0;32;1;2;0;0;965;203;762;68;5;1;3;36;23;4;7;3;9;1;1;3;15;1;11;2;5;3;2;27;7;20;1;0;1;1;1;0;2;0;0;0;0;0;0;0;1;74;9;65;2;1;0;1;0;0;0;5;0;0;27;10;17;5;0;4;1;0;30;14;16;1;11;1;1;24;2;22;0;1;1;11;0;11;0;0;0;0;20;3;17;3;99;9;90;7;2;85;19;66;6;3;3;2;0;5;
04011000;Bremen;04011000-375-99;BRIEFWAHLBEZIRK;Blockdiek Briefwahl;375-99;0;0;0;0;513;0;513;17;496;2455;575;242;333;91;33;5;2;1;0;24;2;6;0;8;0;1;1;9;1;0;0;0;0;1;0;0;0;5;0;0;0;10;0;0;1;0;0;1;0;0;0;0;1;0;0;33;3;0;0;0;0;0;3;0;0;0;1208;850;358;491;18;56;8;27;0;2;2;8;1;0;2;3;2;11;0;4;1;0;0;14;121;5;0;0;1;0;0;1;0;0;2;4;0;1;0;37;0;0;0;0;0;0;0;0;1;12;0;10;0;0;0;0;0;1;0;4;0;0;97;26;71;6;1;1;2;3;0;0;1;1;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;154;92;62;27;25;7;2;1;1;0;0;0;2;2;23;0;0;0;0;0;2;0;0;0;0;0;0;111;20;91;7;0;0;0;0;0;3;0;0;0;0;1;0;0;0;9;0;0;0;0;201;27;174;9;0;0;1;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;26;0;26;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;1;1;0;0;0;0;0;0;0;4;0;4;0;36;2;34;2;0;29;7;22;3;2;1;1;0;0;
04011000;Bremen;04011000-375-01;STIMMBEZIRK;Blockdiek 01;375-01;998;825;173;0;356;354;2;19;337;1648;540;247;293;108;14;4;4;5;2;4;3;2;0;5;5;0;0;13;2;7;0;1;1;0;0;0;0;27;7;0;0;0;0;0;0;5;1;0;0;0;0;2;0;0;1;17;0;2;0;1;0;0;1;0;0;3;537;336;201;222;6;23;4;18;0;0;4;1;0;0;0;0;0;2;0;6;1;0;0;0;0;0;1;0;1;0;0;0;0;0;3;8;2;11;1;2;1;0;0;1;0;0;0;0;15;1;0;1;0;1;0;0;0;0;0;0;0;0;79;24;55;5;0;1;0;5;0;5;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;121;62;59;21;5;1;1;1;0;0;0;1;1;3;27;0;0;1;0;0;0;0;0;0;0;0;0;64;43;21;8;1;0;0;3;0;16;1;0;0;0;0;0;0;0;13;1;0;0;0;248;63;185;28;2;0;0;5;2;1;0;0;3;1;0;0;12;0;2;1;2;3;1;7;5;2;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;12;1;11;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;1;0;3;0;3;0;0;0;0;5;0;5;0;0;0;5;0;5;0;0;0;0;3;1;2;1;19;5;14;4;1;3;0;3;0;0;0;0;0;0;
04011000;Bremen;04011000-375-02;STIMMBEZIRK;Blockdiek 02;375-02;977;853;124;0;227;221;6;15;212;1025;184;83;101;17;4;4;4;1;0;0;0;2;0;5;0;0;0;0;0;6;0;1;0;0;2;0;0;22;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;1;0;5;402;288;114;177;8;10;3;11;0;0;2;1;0;0;5;1;0;0;0;7;1;0;0;5;1;0;0;0;6;2;0;0;0;0;6;5;0;2;4;11;0;0;0;0;0;1;0;0;5;1;1;10;0;0;0;1;0;1;0;0;0;0;64;26;38;2;0;3;1;2;0;0;0;0;0;0;1;0;1;0;0;1;3;0;1;1;0;8;0;1;1;0;0;0;0;0;0;95;46;49;7;10;1;0;0;0;0;0;0;0;0;12;2;0;3;1;2;6;0;0;0;1;0;1;64;27;37;10;0;0;5;1;0;5;0;0;0;0;0;0;0;0;5;0;1;0;0;165;34;131;3;3;1;0;9;4;1;0;1;2;0;1;0;0;0;4;1;3;0;1;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;7;1;0;0;1;0;0;0;0;0;0;3;0;3;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;13;2;11;2;12;0;12;0;0;4;2;2;0;0;1;1;0;0;
